Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64,Feature_65,Feature_66,Feature_67,Feature_68,Feature_69,Feature_70,Feature_71,Feature_72,Feature_73,Feature_74,Feature_75,Feature_76,Feature_77,Feature_78,Feature_79,Feature_80,Feature_81,Feature_82,Feature_83,Feature_84,Feature_85,Feature_86,Feature_87,Feature_88,Feature_89,Feature_90,Feature_91,Feature_92,Feature_93,Feature_94,Feature_95,Feature_96,Feature_97,Feature_98,Feature_99,Feature_100
-0.754,-0.816,0.325,-0.013,0.291,-0.686,0.733,1.198,0.284,0.545,-1.074,1.986,0.596,-0.515,-0.345,-0.357,1.596,-0.389,-1.37,-0.031,1.444,-1.281,1.308,-0.435,-1.633,0.307,1.023,0.659,-0.526,-0.173,-0.472,-0.718,0.55,0.111,1.584,-0.234,0.754,0.219,0.598,0.648,0.386,0.302,0.15,-0.665,0.468,-0.952,0.041,-0.081,1.011,1.272,-1.99,1.634,-0.273,-1.103,-0.1,0.828,0.667,-0.518,0.052,-0.711,1.532,0.32,0.996,-0.307,1.084,0.329,0.326,1.445,1.556,-0.016,-0.358,1.129,1.682,-0.074,-0.432,-2.372,1.285,0.907,0.497,-0.029,0.284,-2.189,-0.067,-0.3,-0.298,1.14,-0.92,0.912,2.133,-1.325,-0.015,0.886,-0.399,0.435,-0.262,0.545,0.014,0.708,0.345,-2.23
1.332,0.622,0.021,2.377,0.287,1.134,-1.692,0.011,0.51,-0.194,-0.303,0.626,1.19,0.345,-0.146,0.535,0.515,-0.452,0.506,-1.316,-0.755,-0.908,0.496,-1.476,0.558,-1.697,-0.123,0.255,-0.039,-0.557,1.682,-1.173,-0.852,-0.225,-0.466,-1.643,0.084,0.758,-0.248,-1.216,0.465,-0.319,0.246,-0.451,-0.459,-0.376,-0.967,0.512,-0.62,-0.589,0.143,0.651,1.026,-0.579,1.041,0.758,-0.598,-0.541,-1.172,0.069,0.524,0.594,-0.31,-0.311,0.999,0.469,1.374,-0.514,-0.242,0.839,-0.05,-0.759,0.832,0.46,-0.584,1.882,1.203,-0.138,-0.711,-0.971,0.36,0.429,-0.619,2.126,0.191,0.174,0.899,0.223,-0.583,-1.329,0.044,0.171,-0.977,2.083,0.717,-0.097,0.246,-0.584,0.236,-0.315
-0.248,-0.943,0.791,0.082,-0.006,0.449,1.556,-1.705,1.1,0.794,-0.608,0.668,0.718,-0.733,-0.531,-1.237,0.586,-0.147,0.469,0.315,-1.481,-2.031,1.008,0.385,-0.368,1.29,-1.64,0.018,-1.409,-0.154,-1.207,-0.791,-0.504,1.283,-0.041,-0.617,-1.169,0.707,-0.457,-0.536,-0.021,-0.824,-1.192,-1.879,1.096,-0.489,0.731,-0.312,0.049,-0.589,0.311,-0.414,-0.414,-0.803,1.293,-0.948,0.78,0.197,1.333,0.454,1.179,0.731,1.239,0.262,-0.456,1.164,2.436,1.021,1.452,0.974,-1.524,-0.643,-0.59,-1.96,-0.798,0.63,1.179,1.124,0.558,1.111,1.617,1.635,-0.555,-1.549,-1.321,-0.374,0.505,-0.735,0.581,0.663,0.165,-0.92,-0.606,0.69,0.662,0.34,0.504,0.829,-0.305,1.181
-0.594,-1.272,-0.599,0.129,-1.123,1.652,0.542,-0.071,0.016,-1.173,0.091,0.63,-0.499,2.214,-0.903,-1.503,0.002,0.164,-0.272,0.88,1.572,-1.915,-1.418,-1.409,1.19,-1.311,0.761,0.301,-0.758,0.715,0.805,1.367,0.303,-1.621,0.074,0.521,-0.165,-1.512,-0.843,1.499,0.072,-1.773,-2.136,0.321,0.581,0.464,-1.812,0.323,0.014,0.269,1.256,0.076,-0.884,0.315,0.777,1.427,0.606,-0.78,1.088,0.122,1.056,0.171,-1.945,1.363,0.425,-0.138,0.509,0.606,0.627,0.777,0.568,1.944,0.081,-0.874,-0.514,0.623,-0.396,-0.6,2.1,0.214,0.995,-2.005,-0.672,1.48,-0.724,0.698,0.23,0.93,1.418,0.926,-0.637,0.495,0.838,-0.848,-2.18,0.458,-1.118,0.438,0.973,0.467
1.599,0.127,-2.063,-0.132,0.387,1.272,0.486,0.914,-0.122,-0.152,-1.05,-1.479,0.451,-1.179,-1.585,-1.663,-0.885,0.859,0.473,-1.141,-0.815,1.051,1.052,0.471,0.696,0.47,1.702,-0.123,-0.456,0.061,-0.451,-1.389,0.409,-1.326,-0.094,-0.704,-0.427,1.812,0.476,-0.075,-0.417,-0.759,-2.653,1.267,0.481,0.25,0.301,1.452,0.161,-0.483,1.217,-0.729,-1.578,0.391,0.564,-1.086,-0.194,2.401,1.202,-0.8,-2.138,-0.003,0.195,-0.564,-0.086,0.194,0.628,-1.255,-1.371,0.705,-0.923,1.233,-0.652,-0.61,1.331,-0.499,0.495,0.38,-1.697,0.836,-0.137,-0.596,-0.11,-1.044,-1.033,-0.459,-0.076,-0.493,-1.645,-1.61,0.361,0.93,2.046,-0.519,-1.006,-0.387,0.587,-0.672,0.148,0.19
-0.535,-0.585,0.46,-0.324,-0.593,-1.214,0.171,-2.358,0.169,0.562,-1.848,1.271,0.268,0.425,0.698,-1.338,-0.788,0.094,-0.837,-0.135,0.613,0.895,-0.28,-1.612,0.572,-0.151,1.862,-0.596,-0.646,0.325,0.815,-1.83,-1.162,1.726,1.182,-0.3,-1.442,0.923,-1.727,0.159,0.143,0.587,0.662,1.23,0.451,-0.963,-0.828,2.393,-0.59,1.724,1.334,0.359,1.35,-1.399,-1.109,0.517,0.724,0.745,0.202,-0.207,-1.407,-0.739,1.627,0.741,1.094,0.636,-0.453,-0.597,0.604,-0.863,1.427,-1.184,1.071,1.483,-0.597,-0.664,1.031,0.824,1.061,0.93,0.354,-0.558,-1.355,-0.654,-0.346,1.844,0.057,-0.23,1.265,0.969,1.56,1.253,2.372,-0.468,-1.796,-0.024,0.587,0.573,0.406,-1.145
-0.921,-0.325,-0.702,1.466,-0.318,0.39,-0.188,-0.086,0.589,0.322,0.278,-0.34,-0.539,0.535,-0.767,0.076,-0.468,-0.849,0.769,1.436,0.126,-1.278,0.547,1.355,1.13,-0.326,-1.413,0.115,1.339,-1.168,0.215,1.055,-0.555,0.757,0.069,-2.05,0.111,-0.535,-0.717,1.402,0.519,-0.897,-0.2,-0.662,0.818,1.043,-1.289,-0.455,2.502,-0.051,0.749,1.261,1.08,-0.705,1.762,-0.208,-2.022,-1.514,0.088,-1.334,-0.075,-0.194,-0.421,-0.577,0.361,0.579,0.038,-0.333,0.026,-1.561,0.98,1.682,0.625,1.994,0.227,-0.776,-0.778,1.097,1.568,-1.113,1.489,0.039,0.804,0.299,-0.473,0.641,1.253,-0.012,-0.032,0.814,0.009,-0.224,-1.229,-1.432,0.751,0.913,1.119,-0.594,-0.81,-0.69
1.251,-0.533,-0.355,0.478,0.519,1.798,-1.463,0.786,-2.549,-0.292,-0.323,2.314,-0.545,-0.556,0.898,0.421,1.425,0.29,-1.016,-0.087,-1.238,-0.513,-0.803,-0.591,0.599,0.253,0.085,1.271,-1.978,-2.063,-0.384,-0.003,0.115,-1.217,0.507,-0.383,-0.386,-0.417,0.341,-0.777,1.245,0.307,0.557,0.625,-0.63,-0.77,-1.507,0.491,1.96,0.043,-2.051,0.396,-0.385,-1.096,-1.527,-1.477,0.184,1.887,0.064,0.035,-0.596,0.83,-1.011,0.472,0.81,0.907,-0.492,0.181,-2.551,-1.368,0.95,0.789,0.215,1.756,1.053,0.937,-0.388,0.377,0.116,0.528,1.366,0.477,1.118,-1.893,-1.134,1.504,0.471,0.221,1.758,-0.938,0.493,-0.412,-1.288,-0.263,-0.736,-0.468,2.58,0.739,1.452,0.716
-0.825,-0.705,-1.5,0.95,-3.084,-0.38,-0.139,0.056,-2.393,2.969,1.118,1.779,0.026,-0.282,-1.149,-1.058,0.818,-2.618,1.226,0.055,-0.984,0.255,0.188,0.547,-0.124,-0.456,0.423,-1.875,0.125,1.831,-0.685,1.704,0.119,1.712,-0.278,-1.426,0.719,0.318,0.551,-1.332,1.226,-0.7,-0.609,-2.61,0.518,-0.916,-1.397,-1.046,-0.295,-1.129,0.048,-0.537,0.448,-0.627,-1.059,-1.244,-1.844,-0.461,0.17,0.626,0.437,-0.513,-0.581,0.425,0.632,1.315,1.268,-0.048,-0.7,0.2,-0.569,-0.169,0.268,-0.192,-1.028,-1.608,1.648,0.094,1.754,-0.002,-2.26,-0.626,-1.938,1.806,0.412,1.827,1.217,-0.394,0.084,-0.74,0.82,0.91,-1.359,-0.025,-0.957,1.064,0.531,-1.655,-1.248,-0.234
0.35,-0.23,-0.748,2.267,-0.022,0.957,-2.196,0.909,0.547,-0.484,0.519,0.011,0.137,-1.132,0.191,0.579,-0.063,0.831,0.62,-0.476,0.474,-0.339,-0.42,-0.154,1.362,1.403,-0.667,-1.845,-0.971,-1.159,0.41,0.107,-0.843,0.116,0.188,0.234,-1.708,-0.605,0.46,-1.277,-0.23,0.448,-1.35,-0.712,-0.306,-0.525,1.554,-0.581,-0.423,0.661,1.045,0.42,0.593,-0.595,1.571,0.142,0.451,-0.654,2.463,0.489,-0.085,-1.743,0.277,-0.865,0.034,-1.002,-0.698,-0.692,-1.42,0.151,0.547,0.516,1.953,0.098,-0.546,0.791,0.132,-1.088,-1.48,1.138,0.57,-1.06,0.518,0.742,-0.538,1.317,-0.776,-0.196,-0.729,1.644,-1.059,0.024,0.02,0.628,-0.57,-0.28,0.082,-0.816,1.775,1.158
-1.603,1.292,0.705,1.144,-0.524,-1.334,-3.905,0.853,0.966,1.83,0.324,-0.768,-0.653,0.843,-1.545,1.603,1.428,1.295,-0.157,-0.254,-0.034,-1.576,1.893,-0.319,0.162,-0.513,-1.126,-0.276,-0.699,2.315,0.022,1.051,0.849,-0.303,-1.013,-0.403,-1.504,1.816,0.421,-1.012,-0.476,-0.209,0.225,-0.22,-1.854,-0.799,0.645,-1.092,1.343,0.067,-1.063,0.362,1.449,-0.09,-0.22,1.718,-0.34,-0.577,1.764,-0.633,-0.143,-1.162,-0.044,0.243,0.485,-0.365,-1.041,1.412,1.157,-0.751,1.077,-0.412,-0.394,0.57,-1.752,0.441,1.234,1.104,0.208,1.868,0.768,0.403,1.446,-0.611,1.431,0.497,1.245,0.156,-0.879,-1.073,1.084,-0.043,0.411,-1.479,-0.216,0.694,-0.007,-0.261,2.41,0.991
-0.278,-0.064,0.081,-0.612,0.889,-0.014,-0.484,0.238,-0.395,0.359,0.96,0.058,0.457,-0.764,-1.003,-1.978,-0.345,0.809,-0.825,0.406,1.283,0.921,0.591,-1.488,0.463,0.577,1.46,-0.492,1.948,-1.558,0.066,0.26,0.056,0.399,1.599,-1.313,-0.393,0.682,1.994,0.492,-1.028,1.831,0.081,0.226,-0.395,-0.702,0.02,0.29,1.362,-1.324,-0.239,-1.163,-1.203,0.108,-0.391,0.318,0.374,-1.003,2.699,0.295,-0.338,-0.894,1.128,0.486,0.493,-1.252,-0.453,-0.919,1.041,-0.153,0.372,-0.417,-0.727,-0.733,-0.49,-0.443,-0.995,0.719,0.886,-0.948,0.95,-0.397,0.152,1.04,-0.077,1.641,0.424,-0.181,-1.866,0.223,0.26,-2.021,-0.634,1.903,-0.101,0.68,0.822,-0.145,-1.268,-0.354
-0.389,0.778,-1.091,0.13,-0.673,0.559,0.307,1.911,0.263,-0.14,-1.023,1.46,-0.225,-0.972,0.894,-0.219,-0.583,1.772,-0.681,0.072,0.866,-0.422,-1.643,0.01,-0.214,-0.503,-0.548,0.367,-1.511,0.315,-0.285,1.409,-1.967,0.161,0.554,1.907,0.205,-1.559,-0.863,-0.809,0.421,-1.685,-0.581,0.98,1.172,0.668,0.539,-1.191,-1.004,-0.534,0.75,-1.898,2.229,-1.512,1.494,-0.617,-2.16,-0.017,1.009,-2.235,-0.927,1.09,-1.452,0.941,-0.173,0.422,0.71,-0.291,1.043,0.158,0.575,0.638,-0.339,-0.273,0.452,-1.187,-1.022,-1.264,0.846,-1.903,-1.398,0.265,0.866,0.291,1.859,1.532,-0.59,0.637,0.287,-3.028,2.057,-1.036,0.404,-2.446,0.77,0.402,0.075,0.711,1.252,-0.004
0.512,1.591,0.286,0.613,0.207,-1.195,-0.724,0.064,0.984,2.193,0.549,0.222,0.872,-0.131,1.57,0.607,-0.565,-0.715,-1.202,-0.2,0.101,0.191,1.027,1.3,3.118,0.673,-0.825,-1.092,0.618,0.318,1.431,1.58,-1.646,-0.83,0.425,-0.429,1.334,1.307,-1.571,0.58,-0.221,1.903,1.054,-0.133,-0.196,-0.229,-0.325,-1.876,-0.722,-1.217,0.174,0.122,2.086,0.422,-1.646,0.662,-2.383,-0.664,-0.539,-0.864,1.88,-0.724,-0.892,0.202,-0.33,-0.51,1.031,-1.069,1.025,2.154,-1.36,0.111,-0.578,0.278,0.731,-0.541,-1.079,-0.732,0.675,0.368,1.102,1.778,1.339,1.865,-0.756,0.259,1.193,-1.539,1.946,-0.103,0.301,-0.541,0.687,0.994,-0.334,0.473,-0.088,1.634,-1.248,-2.123
0.072,-1.585,-2.988,-0.22,-1.286,0.375,-0.885,0.459,-0.124,1.415,-1.749,0.59,0.283,1.359,0.905,-0.086,-0.206,0.355,1.661,0.867,0.195,-0.836,-0.216,0.656,0.608,2.014,1.059,1.602,-0.304,-0.387,0.984,-0.221,1.018,0.128,-0.178,1.035,-0.368,-0.948,-1.75,-1.73,0.441,-1.011,0.293,0.155,-0.877,0.939,1.103,1.054,-0.346,2.107,-0.705,0.543,-1.958,0.397,-1.577,0.041,0.093,-1.185,-1.463,1.044,1.594,2.23,-0.054,-0.292,-0.236,-0.359,0.77,0.068,-0.265,1.24,-0.377,0.202,2.597,-0.806,1.971,0.659,-0.596,-1.192,1.225,0.402,-1.152,1.545,1.49,-0.89,-1.133,0.481,-0.541,-0.057,-2.537,-0.249,1.151,-1.02,-0.226,1.554,0.42,0.625,1.551,0.29,0.683,2.095
0.662,-1.255,1.173,1.877,-0.447,0.128,-0.464,0.643,0.191,-0.472,0.705,0.523,1.052,0.412,0.329,-0.663,0.086,0.33,-0.06,-1.318,0.833,2.283,1.288,-1.997,2.08,0.998,-2.55,1.365,-0.74,0.5,0.305,-1.015,1.034,0.218,-0.062,0.214,-1.226,0.267,-0.221,0.713,0.706,0.004,1.051,-0.932,0.276,0.599,-1.055,0.633,-0.098,-0.678,-0.977,0.141,-1.37,0.395,-0.379,0.085,0.997,0.832,0.136,-0.152,-0.638,2.793,0.355,-0.435,-1.412,-0.515,-0.631,0.353,0.644,-1.475,0.01,-0.428,0.632,1.659,0.796,1.662,-1.42,-0.289,-1.911,-0.546,-1.556,-0.929,1.249,-1.068,1.111,-0.199,-2.269,-0.516,0.231,0.833,-0.065,0.178,1.085,-0.249,-0.24,-1.576,0.187,0.3,1.721,-0.194
-1.478,0.427,-0.248,-0.863,-0.642,-1.282,-1.052,-1.556,0.287,0.69,0.385,0.08,-0.517,0.49,0.581,-0.119,0.294,0.284,2.144,-2.447,-1.401,-0.308,-0.658,-0.381,-0.742,-1.782,-0.842,-0.161,-1.716,1.873,-2.266,0.937,-0.947,-0.255,-0.754,-0.256,-0.056,-0.148,-0.222,0.219,-1.618,-0.914,-0.832,1.024,-1.645,1.018,1.623,-0.518,-0.712,-1.595,-1.187,-0.352,1.352,0.548,-0.856,-0.083,-0.163,-0.943,-0.571,-0.233,-0.417,-0.622,-0.124,0.541,1.245,-0.058,1.123,0.067,-0.986,-0.995,2.251,-0.025,0.284,-0.451,-0.855,-1.844,1.181,0.633,0.763,-0.162,2.294,-0.505,2.071,1.025,-0.397,-1.121,-0.002,-1.341,-0.749,-0.726,-1.969,-0.73,1.918,-0.613,-0.398,-0.432,-0.464,0.327,-0.449,-0.885
1.147,-0.975,-1.636,-1.099,-0.478,-0.363,0.972,1.166,0.025,-0.371,-0.35,0.056,-0.363,-0.119,0.328,0.736,-2.014,0.44,0.176,1.957,-1.351,1.448,0.874,-0.957,-1.478,-0.146,-0.242,-0.779,-1.276,0.783,-0.612,1.488,1.055,0.971,-0.172,-1.426,-1.34,-0.695,1.777,-0.259,-0.256,0.044,-1.345,-0.9,-0.674,0.296,1.063,-0.465,-0.502,0.917,0.43,-0.003,0.465,1.209,-1.272,-3.079,-0.566,0.115,-0.547,-0.679,1.284,1.196,-0.258,-2.653,0.075,0.661,0.755,0.56,-0.834,-0.115,-0.831,0.94,-0.236,0.031,0.004,0.008,-0.509,0.36,-1.129,-0.123,0.38,-0.955,-1.109,-0.897,0.217,0.412,0.139,-0.125,0.993,-2.559,-0.126,-0.444,1.406,-1.112,0.126,1.813,-0.528,-0.329,-1.281,-2.093
-2.554,1.194,1.911,-0.449,-0.252,0.327,-0.651,-1.037,0.989,0.328,0.069,1.047,0.787,-0.669,-0.695,1.222,-0.764,-0.694,-0.714,1.976,-2.206,-0.214,-1.589,1.007,-0.335,0.001,0.481,-0.493,0.896,-0.145,0.097,1.067,1.288,1.429,1.676,0.083,-1.232,-0.17,-0.768,0.42,1.804,-0.471,1.718,-0.116,-0.02,-0.531,-0.653,0.838,0.509,0.756,-1.828,-0.532,-0.848,0.978,1.18,-0.23,0.452,0.145,-0.072,-0.739,-0.071,-1.316,1.636,1.104,-0.589,0.322,-0.996,0.015,1.554,-2.033,-0.542,1.237,-0.938,-0.203,1.182,-0.717,-0.245,-0.398,0.248,-0.073,0.58,-0.337,-1.587,1.125,-0.675,1.241,-0.361,0.459,-0.553,-2.074,0.104,-0.667,0.253,0.07,0.77,0.3,2.083,2.26,-0.108,-0.02
1.691,-0.326,-0.152,-0.644,0.808,-0.002,0.106,0.082,0.045,0.812,-0.686,0.851,-2.024,0.772,-1.979,-1.966,0.403,-0.974,-0.159,0.475,-0.522,0.598,0.436,1.029,-0.279,-0.506,-0.443,-1.932,0.801,-1.567,1.638,-0.314,0.289,-1.147,0.776,0.732,0.68,0.692,-0.218,-0.106,-0.506,-0.32,-1.273,-1.732,1.586,1.422,0.92,1.302,-0.226,0.703,-0.548,1.883,-0.717,-0.401,1.847,-0.719,1.007,0.441,-0.538,-0.12,0.034,-0.098,-1.358,-0.094,-3.016,-0.111,0.362,-0.43,-2.747,0.446,0.954,1.519,0.613,-0.414,-0.364,0.475,0.82,-2.104,-0.368,0.982,0.071,-1.362,-1.955,-0.906,-0.452,-1.594,-0.72,-1.894,-0.001,-1.742,0.125,0.194,-0.038,-0.024,-2.164,0.38,0.568,0.419,-0.622,0.37
-0.086,-0.671,1.892,0.312,0.845,-0.226,0.685,-1.132,-0.104,-0.037,-0.34,0.419,1.956,-0.008,-2.518,0.869,-1.268,1.856,0.145,-1.114,-1.625,-0.641,0.432,-0.232,1.9,-1.077,-1.494,-0.846,-0.068,-0.44,2.538,0.825,-0.955,1.22,0.653,-0.048,-1.213,0.25,-1.016,0.971,0.511,-0.093,-1.848,0.913,0.636,2.532,0.63,-0.156,-1.719,0.492,-0.327,0.482,0.849,-0.647,-1.454,0.836,-0.513,1.303,0.723,0.289,-2.485,0.097,0.234,1.5,0.022,0.384,-0.155,-0.821,0.252,-1.004,0.852,0.15,0.06,-0.253,-0.212,-0.404,-0.255,1.083,-0.691,-0.576,-0.261,0.007,-1.341,0.287,-0.346,-0.802,1.085,-0.026,-2.233,0.83,-0.898,0.794,1.944,-0.503,-1.883,-0.239,-0.092,0.514,-1.92,-0.28
1.195,0.353,-0.443,1.683,0.093,0.469,1.116,2.187,-0.586,-0.168,-0.049,0.167,0.288,-1.734,0.984,-1.671,0.13,-0.115,0.302,0.212,-1.967,1.139,-0.327,0.146,-0.402,0.301,1.767,-0.541,1.391,-2.326,-0.345,0.563,0.191,-1.169,0.004,-0.681,0.776,-0.407,0.131,-0.414,-0.272,0.156,-1.12,1.032,0.394,-0.271,0.407,0.963,-1.401,0.811,-0.553,0.01,-0.278,1.589,-0.531,0.421,1.163,0.97,-1.761,-1.447,0.167,-1.337,0.47,-0.644,0.003,2.409,1.79,-0.94,-0.151,-1.189,-0.741,0.394,-0.286,0.443,-0.433,-1.222,1.215,-1.398,-1.572,0.464,-1.748,0.701,-0.585,-0.014,-1.455,0.318,1.517,-0.88,0.863,-0.206,-0.834,0.091,-0.584,1.111,-0.071,-0.291,1.487,0.358,-0.015,-0.234
0.281,1.111,0.139,-0.159,-0.019,-1.919,-0.81,2.479,-2.348,0.002,-0.798,-0.218,0.976,-0.148,0.358,0.443,0.071,-1.242,1.141,0.114,-0.978,-0.539,0.442,0.793,-0.527,1.422,1.679,0.606,0.58,1.892,0.073,-0.612,-0.485,0.852,-0.018,-0.744,0.774,-0.367,-0.296,-0.65,1.339,0.853,1.406,2.02,0.399,0.714,0.563,0.821,2.011,-0.522,-0.982,-0.315,-0.948,1.414,0.333,0.066,0.064,-0.02,-0.814,-1.988,-2.197,0.23,-1.285,1.67,-3.012,0.231,-0.685,0.895,0.193,0.576,-0.453,-0.076,0.5,0.215,0.728,-2.241,-1.317,-0.585,-1.927,-0.461,0.673,-0.408,-1.277,-0.651,0.061,1.009,0.441,0.119,-0.771,0.802,0.585,-1.952,0.01,0.087,0.037,0.803,-0.061,-0.64,0.516,-0.473
-1.006,-0.414,1.85,1.292,0.74,-0.105,-0.23,-0.786,2.052,0.411,-1.577,-0.556,-0.0,0.205,-0.067,0.83,-1.314,0.911,-0.856,-1.101,-0.668,0.905,1.063,-0.06,1.028,0.132,-0.009,-0.948,0.41,0.935,-1.055,-2.172,0.035,-0.045,-0.691,0.775,0.633,1.001,-0.123,-0.656,-0.611,-1.29,-1.647,0.193,0.149,0.741,-0.64,-0.41,-1.781,-0.355,0.675,-0.335,-0.23,-1.005,-1.944,-1.328,0.086,0.792,-0.844,-0.564,0.459,2.063,-0.127,-1.454,-1.091,0.589,-0.892,-0.114,-2.159,-0.276,1.103,1.533,0.122,0.803,1.617,0.759,-0.028,1.427,0.046,0.589,-1.373,-0.642,-0.15,0.35,-0.744,-0.784,-0.492,0.298,0.99,0.213,2.581,-0.621,0.409,0.166,-0.126,-0.966,-1.082,1.64,0.349,0.557
-1.334,-0.76,-0.599,-0.393,0.401,0.086,0.603,-1.924,-0.754,1.184,0.326,0.846,-0.08,-0.101,-1.423,0.237,-0.066,-0.253,-1.661,1.179,0.374,-0.896,0.575,0.198,-0.465,-0.868,-0.006,-0.497,0.032,-1.821,0.78,0.779,0.192,-0.981,0.145,-0.102,-0.48,-0.285,-0.267,-0.433,-0.956,-0.17,-2.011,-0.602,0.658,-0.293,1.529,0.502,-1.877,-0.816,-0.403,-1.742,-0.057,0.163,0.342,2.137,-0.275,0.32,-0.089,0.739,-0.679,1.661,0.687,0.518,-0.006,0.254,2.495,-0.329,-0.595,0.442,1.96,-1.087,0.721,1.52,0.759,-0.547,0.654,0.317,0.879,-0.344,1.407,1.387,0.437,-2.011,0.412,-1.31,0.303,0.301,1.128,0.003,1.308,-1.851,-1.034,-0.233,-1.141,-0.603,0.58,0.562,-1.411,-0.107
-0.579,0.522,-0.627,-2.233,0.193,0.377,-1.213,0.296,0.045,0.691,0.617,2.187,-2.224,0.005,0.005,-0.035,-0.09,0.031,-1.898,-0.669,0.234,0.712,-0.971,-1.268,0.379,-1.761,0.714,0.419,0.149,1.542,0.973,0.897,-1.075,1.329,-0.941,-0.247,-0.536,-0.479,0.864,-0.128,-0.859,0.778,-0.268,-1.233,0.66,1.06,1.927,0.804,-0.516,-0.308,2.069,1.437,-0.014,0.37,0.423,0.945,-0.616,-0.373,-0.05,0.21,1.187,-0.847,0.378,0.502,1.832,-0.986,-0.73,-1.179,0.993,0.749,1.259,-0.831,-0.267,0.651,0.836,-2.264,0.616,-1.44,0.172,-0.467,-0.5,0.483,-0.22,0.131,1.163,0.681,-0.393,0.104,2.255,-0.603,1.49,0.787,-0.024,1.333,0.414,0.892,-0.223,-0.515,0.405,-0.953
0.332,0.296,-0.47,0.634,-0.586,1.173,1.35,-0.377,-0.686,-0.053,0.116,0.577,0.714,0.349,-0.481,0.802,0.784,-0.558,1.099,2.061,-0.148,-0.36,-0.138,-0.329,1.431,0.857,-0.004,1.049,-0.019,-1.321,-0.952,1.373,-0.063,-1.776,-0.828,-0.865,0.673,0.244,-1.607,-0.672,0.846,0.337,0.312,-1.253,1.031,-0.778,0.746,0.288,1.068,1.087,0.027,0.724,0.309,-0.497,0.883,-0.393,0.856,-0.445,0.418,0.442,0.19,-0.514,-1.618,-0.571,-0.996,0.882,0.604,-0.048,1.746,-0.208,0.718,-0.373,-0.773,0.174,0.756,1.061,0.244,-0.018,-1.49,1.284,-0.204,-1.312,-1.198,-0.194,0.377,-0.864,-0.751,1.054,0.448,0.49,0.774,1.305,1.477,-1.218,0.024,-1.048,-0.547,-0.459,0.898,0.379
-0.436,-0.577,1.167,0.015,-0.681,-1.608,0.197,0.497,-0.758,0.292,-0.735,-0.451,-0.013,1.546,-0.081,-0.905,-0.605,-0.531,-0.997,-1.027,-0.115,-2.186,0.492,-0.51,-0.491,-0.546,1.451,-0.497,0.989,0.661,1.129,1.202,0.821,1.827,-0.113,-0.63,-1.601,0.054,-0.537,-1.308,-0.659,-1.862,1.384,0.376,-0.663,1.423,0.086,0.017,1.398,2.208,-0.367,-1.299,0.179,-0.065,0.864,-1.155,-1.415,-0.497,-1.684,2.279,-0.23,-1.857,-1.521,0.836,0.57,-0.219,-0.523,0.838,-1.377,-1.593,-1.617,-0.787,-0.139,-0.041,-1.547,-0.874,1.138,-0.6,-0.323,0.08,0.484,0.168,1.198,-0.033,0.733,-0.256,0.838,-0.26,-0.473,-0.558,0.833,-2.021,0.068,-2.322,-0.79,-0.388,0.061,-0.075,-1.153,-1.717
-0.774,0.115,-1.536,0.107,-1.143,0.36,0.524,-0.533,1.651,1.04,0.979,-0.72,0.371,-1.06,-1.419,-1.584,1.37,0.499,-0.004,1.492,0.683,1.211,1.335,-0.043,-0.147,-1.001,0.45,1.484,1.312,-0.403,-1.316,0.839,-2.488,-0.498,-0.43,-0.253,-0.249,-0.365,0.825,0.282,2.698,0.45,-1.214,0.052,0.769,-1.342,-1.079,1.185,0.887,0.42,-0.472,-1.278,-0.163,0.518,0.208,-0.913,-0.021,-1.287,0.299,-0.209,2.504,-0.837,-0.851,-1.906,-0.566,-0.863,0.742,-0.093,-1.422,-2.457,-1.591,-0.874,0.151,0.112,-2.614,0.521,-0.468,0.072,0.632,-1.501,0.251,0.054,-1.177,-1.682,-0.457,-0.735,-0.957,1.785,-1.334,-0.398,1.154,1.635,0.112,0.46,1.277,-1.688,0.734,-0.987,-1.244,1.354
